code,title,units,prerequisites,corequisites,grading,ge_area,availability,details,url
POSC 412,Bureaucratic Politics and Administrative Law(opens in a new tab),,,,,,,POSC 412 - Bureaucratic Politics and Administrative Law (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=188662
PSYC 100,General Psychology(opens in a new tab),,,,,,,PSYC 100 - General Psychology (opens in a new tab) Units: 3 ; Breadth Area: GE-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186650
PSYC 110,Critical Thinking & Writing in Psychological Research(opens in a new tab),,,,,,,PSYC 110 - Critical Thinking & Writing in Psychological Research (opens in a new tab) Units: 3 ; Breadth Area: GE-1B; Second Composition,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189868
PSYC 121,Drugs and Behavior(opens in a new tab),,,,,,,PSYC 121 - Drugs and Behavior (opens in a new tab) Units: 3 ; Breadth Area: GE-5B,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189224
PSYC 200,Methods of Investigation in Psychology(opens in a new tab),,,,,,,PSYC 200 - Methods of Investigation in Psychology (opens in a new tab) Units: 3,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186651
PSYC 201,Careers in Psychology(opens in a new tab),,,,,,,PSYC 201 - Careers in Psychology (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189806
PSYC 202,Exploring Graduate School in Psychology(opens in a new tab),,,,,,,PSYC 202 - Exploring Graduate School in Psychology (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=190036
PSYC 203,Introductory Seminar in Psychology(opens in a new tab),,,,,,,PSYC 203 - Introductory Seminar in Psychology (opens in a new tab) Units: 1,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=190037
PSYC 300,Experimental Psychology(opens in a new tab),,,,,,,PSYC 300 - Experimental Psychology (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187204
PSYC 301W,Communication in Psychological Science(opens in a new tab),,,,,,,PSYC 301W - Communication in Psychological Science (opens in a new tab) Units: 3; UWR,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=190074
PSYC 310,Conditioning and Learning(opens in a new tab),,,,,,,PSYC 310 - Conditioning and Learning (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186641
PSYC 320,Foundations of Neuroscience(opens in a new tab),,,,,,,PSYC 320 - Foundations of Neuroscience (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186642
PSYC 330,Cognitive Psychology(opens in a new tab),,,,,,,PSYC 330 - Cognitive Psychology (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186643
PSYC 340,Developmental Psychology(opens in a new tab),,,,,,,PSYC 340 - Developmental Psychology (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186644
PSYC 350,Personality Psychology(opens in a new tab),,,,,,,PSYC 350 - Personality Psychology (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186645
PSYC 360,Social Psychology(opens in a new tab),,,,,,,PSYC 360 - Social Psychology (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186646
PSYC 381,Psychopathology(opens in a new tab),,,,,,,PSYC 381 - Psychopathology (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186637
PSYC 382,Child Psychopathology(opens in a new tab),,,,,,,PSYC 382 - Child Psychopathology (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186649
PSYC 385,Science of Mental Illness(opens in a new tab),,,,,,,PSYC 385 - Science of Mental Illness (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-5,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189602
PSYC 386,Stress and Coping(opens in a new tab),,,,,,,PSYC 386 - Stress and Coping (opens in a new tab) Units: 3 ; Breadth Area: GE-UD-5,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189225
PSYC 390,Human Factors and Work Methods(opens in a new tab),,,,,,,PSYC 390 - Human Factors and Work Methods (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189110
PSYC 398,Internship(opens in a new tab),,,,,,,PSYC 398 - Internship (opens in a new tab) Units: 1-4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189430
PSYC 411,Comparative Psychology(opens in a new tab),,,,,,,PSYC 411 - Comparative Psychology (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186647
PSYC 412,Learning Theory(opens in a new tab),,,,,,,PSYC 412 - Learning Theory (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186638
PSYC 415,Introduction to Applied Behavior Analysis(opens in a new tab),,,,,,,PSYC 415 - Introduction to Applied Behavior Analysis (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186640
PSYC 420,"Drugs, Brain, and Behavior(opens in a new tab)",,,,,,,"PSYC 420 - Drugs, Brain, and Behavior (opens in a new tab) Units: 4",https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189606
PSYC 421,Cognitive Neuroscience(opens in a new tab),,,,,,,PSYC 421 - Cognitive Neuroscience (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=186648
PSYC 422,Behavioral Genetics(opens in a new tab),,,,,,,PSYC 422 - Behavioral Genetics (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189608
PSYC 431,Perception(opens in a new tab),,,,,,,PSYC 431 - Perception (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187134
PSYC 432,Cognitive Psychology Applied to Education(opens in a new tab),,,,,,,PSYC 432 - Cognitive Psychology Applied to Education (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189748
PSYC 451,The Science of Happiness(opens in a new tab),,,,,,,PSYC 451 - The Science of Happiness (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189927
PSYC 461,Culture and Social-Organizational Psychology(opens in a new tab),,,,,,,PSYC 461 - Culture and Social-Organizational Psychology (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187128
PSYC 462,Psychology of Negotiation and Conflict Resolution(opens in a new tab),,,,,,,PSYC 462 - Psychology of Negotiation and Conflict Resolution (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187126
PSYC 463,Interpersonal Processes(opens in a new tab),,,,,,,PSYC 463 - Interpersonal Processes (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187129
PSYC 464,Eliminating Prejudice(opens in a new tab),,,,,,,PSYC 464 - Eliminating Prejudice (opens in a new tab) Units: 4 ; Breadth Area: Social Justice Overlay,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=189762
PSYC 469,Group Dynamics(opens in a new tab),,,,,,,PSYC 469 - Group Dynamics (opens in a new tab) Units: 4,https://catalog.csueastbay.edu/preview_course_nopop.php?catoid=44&coid=187130
